,0
1333," Consegue antes mb
Se a pessoa não te faz bem basta excluir realmente da vida
Faço mt isso kkkkkk
Quando… "
1334,“Porque se você não souber fazer isso você nunca vai entender o real sentido do que realmente vale a pena na vida.”
1336,"qualquer coisa q seja desgastante, emocionalmente, nao vale a pena. isso eh pra tudo na vida."
1337,Como é bom se sentir leve depois de descartar alguém que não vale a pena da sua vida 💖
1338,"Evoluir leva tempo mas vale a pena! A gente não precisa se vingar de quem nos fez mal, a vida se encarrega de tudo ❤️🥰🙏🏽"
1340,"Preciso terminar um ciclo da minha vida, mas  não sei se vale a pena"
1341,"  A gente vira mãe, vira a noite. A gente perde a raiva, perde o tempo e perde a fome. A gente vira amor, vira fera, defend…"
1342,  Queria receber spoiler da minha vida pra ver se vale a pena continuar ou não
1344," sai dessa vida miga, vale a pena não"
1346,"Eu fico revendo os motivos q fiquei triste e penso se realmente vale a pena ficar assim, pq só eu posso mudar as co… "
1348,"Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim tambem. Sigo ouvind… "
1351,"tudo é aprendizado, tudo vale a pena. Não se arrependam de nada na vida de vocês! Tudo é lição"
1352,"Pra você ver que vale a pena
Se arriscar de vez em quando 
A vida segue andando
Eu não preciso ir com você"
1353,  depois q vc coloca as palavrinhas “nao vale a pena” na sua cabeça a vida começa a andar mto mais de boa
1354," ah mas eu só falo viu, na vida real sou a pessoa mais medrosa que você vai conhecer ksjskak mas nem esquent… "
1355,"Outra coisa que aprendi é que nem tudo vale a pena debater. Às vezes vale mais você saber a verdade, tratar a pesso… "
1356,"Qualé gente, pegar o bonde todo não é vida boa não. Quer dizer, bom é mas não vale a pena, ou melhor vale mas chega uma hora que cansa ..."
1357,"  “Quando se ama alguém, vale a pena lutar, não importa as probabilidades.” — Cidades de Papel."
1358,tem coisas nessa vida que não vale  a pena mesmo
1359, a vida é muito mais do que apenas uma tempestade passageiro que está sobre a gente agora! não desis… 
1361,"Mano a vida sem esporte nao da, dei role de skate joguei bola corri como nunca, agora to morto mas vale a pena"
1362,"A vida simplesmente não vale mais a pena 
Vai ser tão mais fácil eu deixar tudo isso me consumir até eu desistir de… "
1363,pensar em si mesma vale a pena pra caramba.. Não se coloque em segundo lugar em sua vida
1366,"meu melhor amigo, a pessoa que mais me conhece na vida, minha alma gêmea me fala pra me afastar da pessoa pq não va… "
1367,"  depois q vc coloca as palavrinhas ""não vale a pena"" na sua cabeça, a vida começa a andar mt mais deboa"
1369,"depois q vc coloca as palavrinhas ""não vale a pena"" na sua cabeça, a vida começa a andar muito mais de boa"
1370,"A gente vira mãe, vira a noite. A gente perde a raiva, perde o tempo e perde a fome. A gente vira amor, vira fera,… "
1371, verdade... comparar nossas vidas c dos outros através d rede social é um grande erro..! todos nós… 
1372,não perca tempo com coisas que não vale a pena. a vida é uma só.
1373,"Nessa vida de adulta, a gnt não corre atrás das pessoas, mas sim do busão, vale a pena"
1374,"Comecei a escrever uma puta carta pra algumas amizades mas no meio pensei ""não vale a pena o esforço"" aí parei...é… "
1375,caralho eu tenho muita vontade de falar sobre suicídio e se a vida vale a pena ou não mas o medo de ser um trigger pra alguém é grande
1376,"Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim também!!! Sigo ouvi… "
1377,Vida de trabalhador não é fácil. Porém vale mt a pena ver o bolso cheio de dinheiro conquistado com suor.
1378,"se a pessoa quiser ir, deixa ela ir!!!! jamais gaste todas as tuas energias querendo q alguem fique na tua vida, na… "
1380,"Lute, lute por tudo aquilo que te faz feliz. Mesmo que digam que não vale a pena, quem sabe da sua vida é vc irmão"
1383," amor voce é importante e sua vida vale muito a pena assim como você, não tenho dúvidas da pessoa inc… "
1385,"  tava pensando aqui... a vida é tão curta, ninguém sabe o dia de amanhã, não deixe de fazer nada que você acredita e ama. re…"
1386,"Já passei por tanta decepção nessa vida que nada mais me surpreende, única coisa que eu penso é se vale a pena tentar continuar ou não 🥵"
1388,A vida é boa as vezes mas realmente não sei mais se vale a pena o esforço.
1389,"  Uma pessoa muito especial na minha vida, ensinou me que não vale a pena sofrer por quem não quer saber de nós, e foi o meu mot…"
1390,uma vida sem o terceiro dia das crônicas do matador do rei NAO VALE A PENA
1391,nunca pensei que ia dizer isso mais muitoooo grato por tudo que aconteceu de um tempo pra cá a vida mostrando quem… 
1392,É tão triste ser tão nova e já achar que a vida não vale a pena.
1393," se não te faz bem, não vale a pena, tô tentando levar p minha vida tbm kkk"
1394,Da valor a quem sabe que você existe e que te trata como prioridade . Porque se você nao souber fazer isso você nun… 
1395,Cada dia mais eu tenho a certeza de que não vale a pena perder tempo com futilidades! A vida passa
1396,"Depois que você coloca as palavrinhas "" não vale a pena"" na sua cabeça a vida começa a andar muito mais de boa"
1398, Aquele momento da vida que nem precisa ver até o fim pra saber que não vale a pena...
1399,sei q às vezes pode parecer q ninguém se importa com a gente mas na maioria das vezes estamos tão afundados na noss… 
1400,"Passei um longo prazo da minha vida correndo atrás das pessoas pq a teimosa da minha preocupação não me largava, ma… "
1401,"☄ Dê valor à quem te trata como prioridade, se não souber fazer isso nunca vai entender o real sentido do que realm… "
1402, Ser presidiário no Brasil é como ser divorciado ou canhoto - praticamente não muda nada da tua vida; s… 
1403,"Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim também!!! Sigo ouvi… "
1404,"Meus pais: ""assim nao vale a pena, voce vem nos visitar e so fica no computador fazendo trabalho"" sim olha como min… "
1407," ei anjo, não faça isso a si mesma, não te conheço mas sei que sua vida vale a pena e tem pessoas qu… "
1408,"  ou seja, não se diminua perante alguém que não vale a pena. Guarde essa frase que lhe digo:  ""ou… "
1409,Se sábado não apanho a maior da minha vida então nem vale a pena
1410," não faz isso linda, eu estou aqui, nós estamos aqui.
você é incrível e sua vida vale a pena"
1411,"Ô vei que vida é essa, vale a pena nao"
1412," kkkkk eu nao acho que ngm se incomodou n, a galera ta é dando risada é diferente, ela é corajosa dema… "
1414,"Uma pessoa muito especial na minha vida, ensinou me que não vale a pena sofrer por quem não quer saber de nós, e fo… "
1415,Eu acho triste e curioso a cara feia quando um artista diz que está pensando em viabilizar o trabalho dele por um p… 
1416," oi anjo, por favor não desista, você é importante e sua vida vale a pena demais. os meninos te amam… "
1417,Pra você ver que vale a pena se arriscar de vez em quando a vida segue andando eu não preciso ir com você
1418,É tão triste ser tão nova e ja achar que a vida não vale a pena.
1419,"Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim também!!! Sigo ouvi… "
1421,"as amizades que eu sei que vale a pena na minha vida são as que quando eu faço merda sem perceber, vira p pessoa e… "
1422," anjo por favor, não faça isso. a sua vida vale a pena e vc ainda tem muitas coisas boas pra viver e… "
1423," A vida não é fácil para ninguém, mas vale a pena ser vivida. A vida é um dom de Deus. Lute!  Vou orar por você. Fique em paz."
1424," A favor
Cada um tem o direito de perceber a partir de que momento é que já não vale a pena aguentar m… "
1425,Chego à conclusão que não vale a pena fazer planos nesta vida 😑🤔
1426," Nao faça isso pf, não sei o que tá acontecendo na sua vida mas sei que vc é forte o suficiente pra… "
1429,"Não é que eu seja indiferente, mas gente, tem que coisa que vale a pena mesmo se importar? Se parar pra selecionar… "
1430,Depois q vc coloca as palavrinhas “nao vale a pena” na sua cabeça a vida começa a andar mto mais de boa.
1432,"""Não serve para ser meu seguidor quem não estiver pronto para morrer como eu vou morrer e me acompanhar.""
- Mateus… "
1433,"pronto, já posso morrer

Eu marquei 100 de 100 "
1434,Todo dia o mesmo mantra: Eu só quero morrer e estou pronto para o inferno.
1435, Porque quando o Jon recusa o trono ele desiste de divulgar a notícia e mantém a fidelidade à Daener… 
1436, Será que o Bolsonaro vai dizer que o filho tem que morrer ? ou só bandido negro e pobre tem que morrer ? E v… 
1437, QUEREMOS A USA COMO NOSSO ALIADOS. Tenho 50 anos e tô pronto para GUERRA contra esses comunista.… 
1438,  Pronto mas aí é q está a falta de testemunhas para contar as cenas n sabes se mesmo depo… 
1439,"A pessoa passa três semanas com virose, a garganta inflama, e o ser ainda consegue pegar uma inflamação no ouvido. Tô pronto para morrer já"
1440," Não reclamo dela louca, porque foi sim preparado, mas teve vários problemas. Arya deveria matar Cerc… "
1441,"  “Todo cristão deve estar pronto para morrer, ou para pregar.”
John Wesley"
1442,"Eu na Teonomia:
""Estou aqui, pronto para morrer.""
- 1 Samuel 14.43"
1443,"Dany irá morrer mesmo
Quero morte do Jon
E quero  no trono
Pronto final PERFEITO para uma série lixo / bo… "
1444,Sinto muito para quem achou que o episódio 5 de  seria o mar de coerência. O roteiro já estava pronto… 
1446,"Jesus chamou a multidão e os discípulos e disse: – Se alguém quer ser meu seguidor, que esqueça os seus próprios in… "
1447," vc é mais que isso, acompanhou a série toda para de ser mongol e achar que a série ia terminar tudo… "
1448,Não estava pronto para perder o Jaime. Me digam q ele n vai morrer assim... 
1449,"o owen bem q podia morrer nessa season finale, ele e a Teddy se declarariam um para o outro e pronto ele tem uma parada"
1450,"“E Jesus disse aos discípulos: 
— Se alguém quer ser meu seguidor, esqueça os seus próprios interesses, esteja pron… "
1451,"Hoje eu estou falando o que penso e se isso me matar esta noite, eu estarei pronto para morrer"
1454,Falo o que tem de ser dito pronto pra morrer de pé para o meu filho não viver de joelho 🎶
1456,"&gt; homem adulto encontra criança sozinha na rua
&gt; homem adulto pergunta se a criança quer ser seu servo ou ficar ali… "
1457,"""Falo o que tem que ser dito, pronto pra morrer de pé, para o meu filho não viver de joelho.""
- Djonga, um mito atemporal"
1458,"»Eu não vou morrer sem…
Sla kkkk
»Quanto tempo você leva para ficar pronto pra sair.
45 minutos kkkk
»Comida favori… "
1459,"  Testemunhos como esse, de irmãos que preferem a morte do que negar a , nos desafiam a interceder por suas vidas,…"
1460," Pronto, la vem Zumbi da USP para libertar o povo africano que foi vendido por reis africanos.

Quem n… "
1461,"Ah pronto, quem vai morrer dessa vez ???? 

""Grey's Anatomy é renovada para 16ª e 17ª temporadas""  "
1462,a pronto nao possi mais tvolovar dez pilula na boca e tenta englir q vou morrer haaa para ne
1463," Pronto, pode morrer sem tratamento também, mas isolado para não pôr ninguém em risco."
1464,"

Mas ele respondeu: — Por que vocês choram assim e me deixam tão triste? Eu estou pronto não somente par… "
1465,pra mim adolescente deveria viver em uma jaula até ser adulto e estar pronto para trabalhar em uma fábrica até morr… 
1466,"fui fazer esse teste pensando ""se eu tiver feito umas 30 coisas to pronto pra morrer""

Eu marquei 51 de 100 "
1467,Por aqui tudo pronto para morrer se tudo der errado com o Arsenal logo mais. 😂😂😂😂😂😂   … 
1468,"  ""A maior felicidade para o ser humano é de poder viver para aquilo pelo qual estaria pronto a morrer"" | Honoré de Balzac…"
1477,"Ao fim do átimo exato que lhe foi concedido, o mal se acaba, ou se ACAABA. E eis que aquele milhão de toneladas de… "
1481," Eu digo isso sistematicamente, se vc não está pronto para morrer pelos seus ideais, vc não tem ideias."
1483,"""A maior felicidade para o ser humano é de poder viver para aquilo pelo qual estaria pronto a morrer"" | Honoré de B… "
1484,Não tô pronto para ver o Matthew morrer na próxima temporada
1485,Esse projeto tem que morrer logo porque é capaz de não renovarem o contrato de Interlagos para ir pro Rio em 2021…… 
1491," Previsível demais... quando ele fala “tenho que voltar para a minha família, você me promete?”
Aí eu - pronto, ele vai morrer. 😓"
1492,"  29 - avengers: infinity war (2018)

revisto só pra ter certeza de que estarei pronto para MORRER na quinta-feira!!!!!! http…"
1496,"  Deveriam colocar nas verbas obrigatórias, não mexer e pronto. Mas como já debatemos tamb… "
1500,"Só eu que me atraso em TODOS os memes?
Por algum motivo eu só vejo um meme quando ele já está na UTI pronto para morrer"
1514,"Testemunhos como esse, de irmãos que preferem a morte do que negar a , nos desafiam a interceder por suas vi… "
1515,pronto para morrer na câmara de citotoxicos 
1516,"  A minha ignorância sobre economia me permite dizer que, mudar uma lei para resolver o problema do desemprego, é semelhante ao p…"
1518,pra mim faz total sentido ela chorar ao ver o cara que ela gosta indo embora literalmente pronto para morrer e sem… 
1519,"A minha ignorância sobre economia me permite dizer que, mudar uma lei para resolver o problema do desemprego, é sem… "
1520,para mim é deus e pronto GAL GADOT EU VOU MORRER TE VENERANDO   
1522,"fiz um bolo gelado que vai tapioca, leite condensado, leite, coco ralado, leite de coco e açúcar daqui 4 horas fica… "
1523,"  Arya não morre, mas nem a pau, e quanto a cercei, eu não estou pronto para ela morrer."
1524,"  Antigamente eu bebia e acordava no dia seguinte pronto para próxima..
Hoje em dia eu bebo e acordo no dia seguinte pronto p…"
1525,Sem tempo para discutir sobre o final de game of thrones.... Daenerys vai morrer e pronto
1526,"  Todo cristão deve estar pronto para morrer, ou para pregar.

John Wesley 

Bom dia"
1527,"Todo cristão deve estar pronto para morrer, ou para pregar.

John Wesley 

Bom dia"
1528,"  Daenerys lutou e sofreu pra caralho pra terminar como louca? Vai se foder todos os envolvidos. Que ódio, caralho! Tomar no…"
1529, Sua puta que n merece ser estuprada pq o estuprador pegaria uma doença pior q a AIDS a sua nojenta… 
1530,"Daenerys lutou e sofreu pra caralho pra terminar como louca? Vai se foder todos os envolvidos. Que ódio, caralho! T… "
1531," General, sou Reformado da FAB. Mas se for o caso estou pronto para lutar, morrer faz parte da vida, então..."
1532,"Pronto para ser decepcionado em GOT depois dos comentários do  , já tô sentindo que um dos personagens… "
1534,"Pronto já está tudo explicado, o jon vai tomar o veneno da verdade dado pelo night king e vai morrer porque o venen… "
1535,"""Todo Cristão deve estar pronto para morrer, ou pregar.""
| John Wesley |"
1536,"ÁRBITRO DE FUTEBOL FAZENDO SINAL DA CRUZ PARA UM MONITOR DE TV, ANTES DE COMEÇAR A PAUDA !!!

PRONTO.

JÁ POSSO ""… "
1537,"Estava pronto para morrer aqui na cama e só acordar 17h/18h, porém lembrei que tenho q estar 17h na igreja já :("
1539,  Estão a ver quando a vossa mãe fazia a cama de lavado e vcs iam saltar para cima enquanto ainda não tinha nada? Pronto ten…
1540,"  Para quem pensa que é só saltar e pronto, estão bem enganados! 😉  "
1546,Estão a ver quando a vossa mãe fazia a cama de lavado e vcs iam saltar para cima enquanto ainda não tinha nada? Pro… 
1549,"Para quem pensa que é só saltar e pronto, estão bem enganados! 😉  "
1551,   [TRAD] Obrigado por ficar e torcer por nós mesmo estando tão frio. Eu acho que vou lembrar dos ARMYs de Chicago pa…
1553,  Só queria dormir para sempre
1554,Só queria dormir para sempre
1555," Nem sempre dá para entender, estou assim já fazem duas semanas. Pior que nem dormir direito tá dando."
1556,"vontade de pegar no colo, por na caminha, fazer cafuné enquanto conto historinha para dormir. a necessidade de cuid… "
1557,"dormir bem é uma das melhores coisas que da para se fazer por si mesmo! Meu deus eu só queria dormir sempre como eu dormi essa noite, pqp"
1558,Eu sempre  bloqueei minha mente para qualquer pensamento negativo. Dou a volta por cima fácil! Posso até dormir mal… 
1559,"Ainda não entendi porque coloco alarme para acordar se sempre acordo antes do alarme e quando digo antes, é mais de… "
1560,"ontem eu dormi super cedo, acordei umas 24h para tomar um danone, voltei a dormir, mas ai acordei as 4h da manhã e… "
1562,"  [TRANS]
""Obrigado por esperar e torcer por nós, embora estivesse tão frio.  Acho que vou lembrar do Army de Chicago para…"
1563,"  Eu queria dormir, para sempre."
1564,"Sempre quando eu vou dormir cedo, acontece alguma coisa 🤣o Gabriel fez um texto para mim, Ryan queria que eu ajudas… "
1565,Eu já venho a dormir para ver se no estágio me aguento mas quando tou sentado tou sempre a deixar cair a cabeça
1566,A parte boa de vir para Penafiel é que a minha paragem é a última tanto na ida como na volta e posso ir sempre a dormir *-*
1567,"eu amo dormir, mas já tem uns dias que quase não tô dormindo a noite. sempre tomo sustos e depois demoro um bom tem… "
1568, Vale sempre a pena se for para dormir 😂😂
1570,fechando os olhos pra tentar dormir mas queria mesmo era estar fechando os olhos para sempre
1572,"Em vez de ficar a dormir tive de acordar à mesma hora de sempre para tratar do trabalho de filosofia, dumbass me"
1573, Armando por que voce sempre espera eu dormir para aparecer?
1574,"  A depressao nem sempre é "" eu vou me matar"" 
Muitas vezes é "" eu fiquei em casa e nem Tomei banho"" 
"" eu nao fui trabal…"
1577,"Eu sempre tive problemas para dormir, até hj se tenho 6 horas de sono acho muito... Meu sonho é ser aquelas pessoas… "
1578,"Tathi:mas tarde está as duas igual sempre atrasadas para escola
[14/5 01:30] Vick❤️: normal
[14/5 01:30] Vick❤️: Me… "
1580,"agora estou indo dormir depois de um dia meio longo e cansativo para mim, eu só desejo a felicidade do ggukie acima… "
1581,"Sempre fui alguém que joga muito tempo, mas antigamente eu jogava sem ter que pensar no que eu tenho que fazer ante… "
1583,"sempre que puder, vou tentar mandar algo para você em japonês. sei o quanto é importante para ti. vou tentar dormir… "
1584,"  Cansada de sempre ter que dormir tarde para fazer trabalho, meu corpo tá pedindo descanso"
1585,"Cansada de sempre ter que dormir tarde para fazer trabalho, meu corpo tá pedindo descanso"
1586,Cês acham q existe uma convenção social que faz a gente se direcionar para amar sempre que a gente se relaciona com… 
1587,"   [TRANS]
""Obrigado por esperar e torcer por nós, embora estivesse tão frio.  Acho que vou lembrar do Army de Chi…"
1588," Se quer dormir de tarde vai para o BBB ou fica em casa, com 24 pessoas numa casa sempre vai ter barulho na sala de tarde."
1590,"Sempre coloco friends para dormir, eles devem ganhar muita audiência cmg 🤦🏻‍♂️"
1591,"Eu sempre corro para chegar cedo em casa após facul e dormir mais, hj no meio do caminho encontrei um gato, gato su… "
1593,Rindo que chega essa hora sempre tem um maluco no meu feed do Spotify ouvindo Chuva Para Dormir.
1594,"sempre, mas principalmente quando eu vou dormir. é uma sensação HORRÍVEL e me deixa agoniada virando para lá e para… "
1595,"eu n consigo dormir sem barulho, nisso sempre coloco o podcast histórias de ninar para garotas rebeldes e depois fi… "
1596,harry e lou nunca podem fazer essas graça de dia né é impressionante sempre soltam a bomba de noite quando agnt tá se preparando para dormir
1597,"E segundo porque minha unica vontade hoje era deitar e dormir e me encontro 22h fazendo faxina, imagina so quando e… "
1599,  Eu me sinto muito esgotada emocionalmente hoje. Queria dormir para sempre
1601,Eu me sinto muito esgotada emocionalmente hoje. Queria dormir para sempre
1607,"  Meninas a dica para se livrar de alguém chata é sempre dizer
“Desculpa, eu dormir”

Isso 5 dias dps que a pessoa começar a…"
1608,"  「Renjun」

• te acalma sempre 
• “você está tão lindx”
• papos cabeça 
• áudios cantando para você dormir …"
1609,"Obrigado por esperar e torcer por nós, embora estivesse tão frio.  Acho que vou lembrar do Army de Chicago para sem… "
1611, Vai dormir e prepara te psicologicamente para veres a apresentação mais zoada de sempre amanhã
1614, quê mas o objetivo da persongem dele foi sempre dormir com a brienne? he obviously cares for brienn… 
1616,vontade de dormir para sempre
1617,Deixo sempre tudo para a última e agora vou ter de passar a noite a fazer um trabalho quando só queria dormir
1625,  Só me queria deitar e dormir para sempre
1628,"segunda para terça e sempre aquela cena com GOT, vou dormir pouco, mas vou feliz (mentira)"
1632,"Cansado, só quero dormir para todo sempre"
1633,Só me queria deitar e dormir para sempre
1646,Como se faz para dormir para sempre?
1651,  [TRAD] Obrigado por ficar e torcer por nós mesmo estando tão frio. Eu acho que vou lembrar dos ARMYs de Chicago para sempre…
1652,"você me escuta e sempre sabe de todos os meus pensamentos não é mesmo? essa é a única explicação, pois toda vez que… "
1654,"  [TRAD]
Obrigado por ficar e torcer por nós mesmo estando tão frio. Eu acho que vou lembrar dos ARMYs de Chicago para s…"
1655,"[TRAD]
Obrigado por ficar e torcer por nós mesmo estando tão frio. Eu acho que vou lembrar dos ARMYs de Chicago par… "
1656,"Meninas a dica para se livrar de alguém chata é sempre dizer
“Desculpa, eu dormir”

Isso 5 dias dps que a pessoa começar a conversar com vc"
1659,"Amo o fato de sempre ir para academia com as roupas que também uso para dormir, conforto&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;"
1674,"Como lidar com um gajo que se sentou ao meu lado no autocarro e está a dormir literalmente em cima de mim, sempre a… "
1694,"Estou tão acostumada do Bruno sempre dormir de domingo para segunda, que esse fds não nos vimos e acordei sentindo uma falta enorme 😫"
1716, Realmente 😱😱😱😱 você 😱😱😱😱 está péssima 😱😱😱😱😱 com essa cara 😱😱😱😱 vou dormir sempre agora para não fica… 
1723,"  [TRAD]

"" Obrigado por esperar e torcer por nós, mesmo estando tão frio.  Acho que vou lembrar do Army de Chicago para…"
1727,"[TRAD]

"" Obrigado por esperar e torcer por nós, mesmo estando tão frio.  Acho que vou lembrar do Army de Chicago p… "
1735,A faculdade eh morrer de estudar e msm assim ir mal? Pq se for já quero desistir
1736,"Eu odeio quando as pessoas são grossa cmg, eu quero morrer e eu fecho a cara na hora .. sim, não tenho maturidade"
1737,Quero morrer
1738,"  fc famosinho: poxa quebrei minha unha, quero morrer 😣😢😭

vocês: não fica assim amor, chamar na dm minha vida, calma, alguém c…"
1740," a garota sorriu para a amiga — um porre, quase desmaiei de tanto tédio — falou revirando os olhos — Bin… "
1741,"ok mas eu sou tão feia pq, vi-me no espelho de relance e quero morrer"
1743,"odeio minha vida
quero morrer"
1744,"Meu Deus, essa semana mal começou e eu já quero morrer"
1745,"Pelo menos uma coisa tá dando certo na minha vida q é a terapia, agora quando as coisas dão errado eu não quero mais morrer só quero sumir"
1747, Quero morrer de amores por vcs 😍
1748,kkkkkkkkkkkkkkEU QUERO MORRER QUE INFERNOOOOOOO
1749,Que nojo que eu tinha dado  num tweet de uma eleitora do bolsonaro que chama ele de lindo é diz amar os olhos azuis dele. Eu quero morrer
1750,Quero morrer 
1751,dois dias indo pra escola de tarde e ja quero morrer
1752,"Medico: você precisa parar de beber ou vai morrer

Eu: mãe, quero ser enterrada com as unhas pintadas de vermelho"
1753,"Não é atoa que quero morrer todo dia, acho que é um favor que eu faço pra humanidade"
1754," não sei se eu conseguiria viver um suavs, mas n quero morrer sem passar por essa experiência, mas aí… "
1755,Eu e as meninas falando que preferimos morrer do que ficar grávida. Quero ver se daqui a uns 3 anos aparece todo mundo grávida e felizona
1756,eu não consigo fazer redação e toda vez que eu penso que consigo eu vou mal e quero morrer
1757,as vezes eu falo pra mim “eduarda porra tu tem 19 anos vai dar tudo certo seja independente guria” e dois segundos… 
1758,a arte de fazer as pessoas não quererem morrer quando eu mesma quero
1761,quero morrer
1762,  eu meio que quero tudo novo e meio que quero morrer
1763,eu quero fumar mas se eu fumar vou morrer de tossir mas se eu nao fumar vou morrer de ansiedade
1764, Sendo assim quero morrer tentando tirar essa corja do governo.
1765," Deus me livre, quero morrer virgem 😔"
1766,eu não aguento mais de verdade eu só quero fériaskkkkk tenho certeza que vou MORRER semana que vem
1767,meu deus eu quero morrer
1768,"eu não aguento mais, eu quero morrer"
1770,eu quero morrer bem agora 
1771,Agendei renovar CNH amanhã no Poupatempo e já quero morrer
1772,caralho eu só quero morrer alguém pelo amor de deus me dá um tiro isso não eh meme eh desespero mesmo
1774,"  Eu creio firmemente que há um só Deus em 3 pessoas distintas: Pai, Filho e Espírito Santo. Creio que o Filho de Deus se…"
1775,"gente eu decidi q ja que eu vou morrer sozinha e eu quero muito casar eu vou casar com uma musica
sera que a bighit… "
1776,"mano que raiva, eu quero muito morrer.."
1777,"Preciso de emprego pra esse mês pra poder pagar a festa do meu avô, porque não quero escutar de todo mundo dizendo… "
1778, Não quero morrer kkkkkkkkkkk
1779,"A voz do Lucas é como o doce mais delicioso e viciante do Mundo para os meus ouvidos. EU AMO PRA CARALHO, QUE DELÍC… "
1780,Hoje so quero morrer mm
1781,eu to muito mal pqp quero morrer vsfd
1783,"Não precisa nem responder se não quiser, só de tu ler tá ótimo, pqp, termina logo q eu quero vc n aguento mais.. —… "
1784,tudo q eu queria eh voltar a falar com meu amigo do escoteiro e pedir desculpas por tds as merdas q eu fiz pra ele… 
1785,a jubs tá o único lugar q ta pegando sol MEU DEUS EU QUERO MORRER DE AMOR
1786,  caralho que galera insuportável que estuda comigo eu quero *morrer*
1787,Critiquei quem falava isso mas nossa quero morrer
1788,"E eu que to ouvindo Marília Mendonça? Mano, eu quero MORRER AGORA."
1791,"Não vou conseguir chegar na entrevista de emprego, sou muito merda. Me odeio.
Quero morrer"
1792,"A Marilia parece q n tem medo de morrer, eu reclamando de tudo ela me vira ‘ta de tpm n?’ Aaaa pois bem estou sim e quero reclamar kkkkkkkkk"
1793,"eu quero tanto morrer, nunca na minha vida tinha me sentido assim antes"
1794,nossa eu quero morrer mano
1795,"  Minha vida tá chata, quero morrer "
1796,"e eu q tuitei isso e dps apaguei
O GAROTO VIU E AINDA TIROU PRINT
QUERO MORRER "
1797,eu vejo os outros postando foto do meu afilhado e quero morrer kkkkkk ele é meuuu ☹️
1798,MANO A CORA NO BRASIL EU QUERO MORRER
1799,"Minha vida tá chata, quero morrer "
1800,eu quero morrer antes de entrar na sala do dentista pra fazer limpeza
1801,  EU TO CHORANDO OLHA ESSAS PATINHAS EU QUERO MORRER COM ISSO 💕💕💕 
1802,       … 
1803, cara quero morrer amiga de vocês kkkkkkkkkkkkkkkkkk
1804,E quando eu morrer quero que essa seja minha mensagem 
1806,EU TO CHORANDO OLHA ESSAS PATINHAS EU QUERO MORRER COM ISSO 💕💕💕 
1807,eu quero morrer e puta que pariu tá tudo contribuindo pra isso
1808,"mano eu tô tão triste, sério 
eu só quero morrer, estou cansada de chorar, não aguento isso"
1809,eu quero morrer de chorar hoje mas primeiramente estou esperando minha comida chegar pra não assustar o moço
1810,"Mood de hoje: quero morrer, não aguento mais esse calor dos infernos"
1812,mano que ÓDIO eu tô chorando demais não acredito nisso porra fazia tanto tempo que eu não escrevia uma au que eu go… 
1813,"Só quero finalizar dizendo que a família Lance foi a melhor família e com os melhores personagens de Arrow, Quentin… "
1815,"Eu tô com enjoo do meu edredom, sinto o cheiro dele e quero morrer"
1816,eu SEMPRE esqueço minha identidade quero MORRER
1818,  Quero morrer juro
1820,"Sonhei que o Pelé tinha morrido. Se ele morrer mesmo, quero meu título de médium"
1821,"  ''Tô parecendo a minha tia avó Tessie...tem o cheiro da minha tia avó Tessie...Ah,eu quero morrer Harry!'' …"
1822,"queria ser um gato
mas um gato não posso ser
pq gato tem sete vidas
e eu só quero morrer"
1823,mais uma meia hora e meia esperando o filme começar eu quero morrer
1825,Eu só quero morrer chorando
1826,"aaaa mas que rinite do inferno, quero morrer"
1827,"Eu quero morrer só se for pra viver com o Michael e com a juíza, pois melhores pessoas"
1828,"Pqp mentira eu nem sabia q iam tocar, quero morrer pq n tenho dinheiro "
1829," oh mo é no rj kk confundi mas na bienal de la em setembro 

EU QUERO MORRER"
1830,acabei de lembrar de uma vergonha que passei ha 2 anos e agr eu quero morrer
1831,"- Mamãe, o que é esse remédio que você tomou?
- Anticoncepcional. Remédio para não ter mais filho.
- Mamãe, eu não… "
1832, Lula ta preso BABACA quero morrer em condições insalubres dalicença
1833,Eu só quero morrer pós aula de M q merda foi isso caraiiiiii
1834,to com dor de cabeça quero morrer
1835,Quero morrer amigo da elaysa pprt 😂😂😂😂😂
1836,eu quero morrer
1838,professor que coloca pegadinha em prova devia morrer PORRA PRA Q Q EU QUERO SABER O TAMANHO DO PEIXE ARROMBADO
1839,"  Eu quero morrer feliz, já que nasci feio"
1840,"  ces perde mt tempo elaborando algo p atingir o zoto 
mermão, eu to numa fase da vida que eu só quero progresso
(bem ambicios…"
1842,So quero morrer sozinha no meu quarto
1843,Quero morrer serio
1845,"  ""quero morrer  alguem me mata""

morte: a

eu:
"
1846,poxa quero morrer
1847,eu quero morrer meu deus
1849,Terceiro convite para ver Vingadores q recebo e recuso pq eu n quero ver o Tony morrer ☹️
1852,"eu: MDS EU QUERO MORRER 
deus: blz kk 
   *Um carro vem em alta velocidade e quase me atropela*

eu: OBG SENHOR SEI QUE TU ME SONDAS"
