,0
917,"O ABC fora de casa é uma merda, Ranielle treinando o ABC é uma bela de uma merda. Não tem quem aguente essa porra mais"
918, Vi o gol ao vivo. Nosso goleiro mais uma vez adiantado. Aí não tem time que aguente
919,"  lindosss, amo vcs mesmo q as vezes a gent não aguente mais a cara um do outro ❤️❤️"
920,"   Não é diferente com essa chuva e mais choro de Mucura, não tem CAP NOU que aguente… "
921, Kkkk aguente por mais anos então.Pq até hoje o clube não se reestruturou para estar onde merece. E c… 
922," Quanto a caracterizar quem fica ofendendo a guria de escroto, babaca, idiota e afins apoio total. Por m… "
923,"Se você estiver triste, chateado ou preocupado com algo e for viajar, não olhe pela janela em hipótese alguma, aind… "
924,"querida eu: Por favor procure ajuda... Pare de achar que você não é o suficiente pra todos, pare de guardar tudo pa… "
925,"  talvez tenha chegado minha hora
talvez eu não aguente mais nada
talvez eu esteja cansado de tudo e com uma puta vontad…"
926,não ligo para ameaças só ligo para ás críticas porque faz que aguente melhore cada vez mais...
927,"eu tenho um orgulho imenso por quem tu é e apesar de sempre me dá esporro, sou grato por sempre me ajudar e aconsel… "
928,a mina posta lomotif todo dia pqp não tem quem aguente mais
930,"eu sou a única preocupada com essa mudança de cabelo do jimin ? mano... não tem cabelo que aguente, pode ter mil tr… "
931,"  Rapaz, está um absurdo. Não tem quem aguente. Principalmente essa questão do álcool. É u… "
932," A  matou até o cachorro na série! Tem dó! Me apego mais não,não tem emocional que aguente! "
933,"To limpado mamãe o Nathan sujou, não aguente mais essa limpeza suja mais hehhehe mais amo ela sempre disposta a aju… "
934," Pode jogar bem, como hoje. Pode jogar mal, como antes, mas não ganha clássico. Isso já está uma chat… "
935,"talvez tenha chegado minha hora
talvez eu não aguente mais nada
talvez eu esteja cansado de tudo e com uma puta von… "
936,"   eu acredito que os dois fandoms se contaminaram com esses novos fãs que entraram,… "
937," Isso mesmo deputado, vamos escancarar, jogar m***** no ventilador. O que não aguente mais são as pesso… "
938,"por mais que eu não aguente mais ver esses filtro do snapchat na tl...isso ficou muito fofo ❤️
"
939,    Claro que sim. Debates de verdade sempre são bem-vindos. Nã… 
940,"eu to transcrevendo um áudio de 20 minutos faz mais de uma hora pra uma matéria da faculdade, não tenho mais pulso que aguente."
941,"VAGAS ABEAS PARA SER MEU MELHOR AMIGO 2019 ,  PREFERÊNCIAS:

MACONHEIRO, SEJA ENGRAÇADO, TENHA MINHA IDADE OU MAI… "
942,"  ::::: FAETEC PRESENTE :::::

Que tente tirar nossos direitos, tente cortar nossa verba, mas que aguente a pressão pois n…"
943, Se candidate na próxima eleição e faça a diferença. Mais se não fizer a diferença aguente as críticas de babacas igual tu
944,cansada de nao fazer nada a unica coisa que eu quero é ver o bangtan logo antes que eu nao aguente mais a gentalha da minha vida
945,Não aguente mais passar os final de semana sem minha irmã 😒👋🏼 
946,acho que não tem mais quem me aguente soltando fun facts sobre roma/grécia antiga
947,"Russel chega na curva, faz o movimento de entrada e depois a traseira simplesmente vai embora. Talvez um pouco mais… "
948," Sr Eduardo, bom dia!...vocês estão no caminho certo, continuem indo as redes de televisão, exceto a gl… "
949,Acho que perdi o controle da minha vida de novo pelos mesmos motivos das outras vezes talvez deus não aguente mais… 
950,"Maya tem que fazer a cirurgia segunda Mas ainda não consegui o dinheiro,  meu deus só quero que ela aguente mais até eu conseguir o.Dinheiro"
951,"Se não é o líder mais chatinho ñ sei quem é  kkk brincadeirinha, em tão pouco tempo eu já tenho um carinho enorme p… "
952,"thal*yta pf aguente mais um pouco, você não pode deixar sua mãe sozinha nesse inferno, você só tem ela e ela só tem você NAO DESISTE AINDA"
953,"Não tem quem aguente mais essa serie. 
Já pode cancelar "
954,"  Moro não é mais juiz, agora é político. Que aguente as consequências "
955,Fofinho demais nao da mais pra aguente 
956,quem de vcs vai me levar no hospital quando eu não aguente mais minha garganta?
957,"꒰💌꒱ ""O que você faz quando um capítulo termina?
Você fecha o livro e nunca mais o lê novamente?
Se tudo der errado… "
958,Eu to ficando velho e mais chato que o normal. Ou talvez não aguente mais amizade escrota
959," Eu fico num puta impasse, porque uma parte quer que os episódios saiam muito perto um do outro pra poder d… "
960,  não existe mais paciência dentro de mim que aguente mueller sexta então vamo de M de Maria 👍🏻
961,"Mais um open bar pra conta,assim não tem fígado q aguente🍺 "
962,"Acredite em vc, seja quem vc é sem medo, fale mais alto e continue defendendo o q acredita.
Por favor não deixe um… "
963,"Sou muito quieta, mais quanto eu explodo não há quem aguente!"
964," Não há lombar que aguente, final de semana vai ser épico sim, ainda mais no hotel lacre que vão est… "
965," Olha amiga...vou treinar minha sanidade fora dessa loucura. 
Já tá ruim e a tendência é piorar mui… "
966,"🎤🎼🎙🎵🎧🎶

""Desertos não duram pra sempre
Por mais que a pressão aumente
Aguente, filho aguente"". — ouvindo Sarah Farias"
967,É por aí. Lei do mais forte. Não há democracia digna do nome que aguente. 
968," isso e mais um monte de coisas em 5 meses de governo, nesse ritmo não tem país que aguente"
969,ainda não dormir e já tô trabalhando e mais tarde tem kama surta espero que eu aguente né
970,"Resista! 
Ainda que pareça impossível de superar. Ainda que isso pareça esmagar todo dia. Ainda que o desespero ten… "
971,"  Eu sei que doi, machuca...
Mas não deixe o desespero te cegar. 

Aguente isso só mais um pouco que ficará tudo bem"
972," Considerada uma das mulheres mais antipáticas do Brasil!!! Deve ser mesmo, pois não tem homem que aguente!!!"
973,"   

Eu tenho lutado pelo Brasil há mais de 5 anos. 
E agora me aparece um tal de Centrão p ferrar…"
974,  não aguento mais esse mouse gamer do meu irmão que fica mudando de cor não tem corno que aguente isso
975,não aguento mais esse mouse gamer do meu irmão que fica mudando de cor não tem corno que aguente isso
976,"Pai fico meio triste de pegar os papel de transferência e saber que é pro sul, até eu fico mas af, por mim ficava n… "
977," Dr.Moro,por mais que esses bandidos tente derruba-lo, aguente firme, e não nos abandone, por favor 🙏"
978,"Eu sei que doi, machuca...
Mas não deixe o desespero te cegar. 

Aguente isso só mais um pouco que ficará tudo bem"
979,"eu poderia te fazer tão bem, poderia te mimar sempre e vc merece tanto ser amada e ter alguém que te de carinho e s… "
980,"Moro não é mais juiz, agora é político. Que aguente as consequências "
981,"Nao sei pra que evento eu tô mais nervoso hoje.....
Pra estreia do campeonato em Pinto Bandeira ou pro jogo do… "
983,"Se vc está lendo isso, vc é incrível sim. Não é fácil eu sei, mas vc já passou por muita coisa aguente mais um pouco. Faça isso por si"
984,não existe mais paciência dentro de mim que aguente mueller sexta então vamo de M de Maria 👍🏻
986," 

Eu tenho lutado pelo Brasil há mais de 5 anos. 
E agora me aparece um tal de Centrão p ferr… "
987, Quando a pessoa fala nada mais que a verdade no Instagram e a pessoa lhe bloquea. Se vai pra frente… 
988,minha mãe não me aguente me ver rebolando mais kkkkkkk
989," Eu que sou estudante entendo que é uma coisa momentânea tlg, é apenas passageiro pra que no futuro isso p… "
990,"   O BANCO DO BRASIL gastou

17 milhões
17 MILHÕES
1 7 M I L H Õ E S

numa propaganda que mais parecia a ab…"
991,"Eu sinceramente não aguento mais ver posts sobre o Bolsonaro no Facebook, não tem sanidade mental que aguente"
992,toda vez que me vem esse humor maravilhoso que eu to essa semana lembro da minha mae falando que quando eu estiver… 
993," Isso, tomara que aprendam, mas existe um forte esquema tal qual o daqui com o Moro deles ... quant… "
994,"meu coração já cansado de tanto sofrer, talvez não aguente mais muito tempo. filhos se resolvam logo, pq eu vou mor… "
995,"  Meu presidente não retroceda, aguente firme a pressão. NÃO CRIE MAIS MINISTÉRIOS. , en… "
996,"acordei com algumas coisas pra reclamar, segue a lista:
puta que pariu né corta mais bolsa que ta pouco né cara nao… "
997,E ela quer que a nossa faça uma que aguente mais que isso. Diz se eu não tô na merda
998," ""A realidade tornou-se tão forte, tão intensa, que o realismo fantástico virou uma coisa meio ingê… "
999,"A minha fica bolada comigo as vezes, porém passar 14 horas jogando não tem bateria q aguente filho, não tem dedo pr… "
1000,mesmo que eu não aguente mais e queira férias 😭
1001," Mano o pior e que ele tava tremendo, o cara vai trabalhar pra tenta arruma a merda que os outros fazem, e… "
1002,"Fico dias sem comer, às vezes sem dormir (simplesmente por não ter fome ou sono), e isso está me matando, eu não te… "
1003,"Característica mais irritante, conforme me contaram: num dado momento é adorável,  civilizado, racional. De um cora… "
1005,"Essa semana eu prometi que iria em todas as aulas. Ta dando certo... embora nao aguente mais estar nesse lugar

Mas… "
1006,minha posição agora tambem é ruim mas eu nao queria ser a pessoa que ainda ta no cursinho porque a essas alturas eu… 
1007,"Vlh é uma merda quando você se acostuma pra caralho com alguém, e do nada essa pessoa se afasta de você, não tem do… "
1008,desgraça todo dia uma desgraça eu não aguento mais não tem saúde mental que aguente
1009," Tomaraaa, não aguente mais aq"
1010," anjo, não diga isso! você precisa ficar, aguente mais"
1011,Meus avós estão insuportável hoje mais a minha vó não tem quem aguente
1012," +/-
Se há tantos privilégios, pq não começar por eles e depois mexer com os celetistas????
Quem tra… "
1013, Em 2020 a Dahyun vai estar careca pq não é possível que o cabelo dela aguente mais
1014,"Não diz mais nada, a dor é minha e eu me aguente, pode creeer
Mesmo que eu tenha que chorar pra aprender como esqueceeeer, você"
1015,"Eu ando com tanto medo da minha Universidade fechar as portas que por mais que não aguente mais aula, fico andando… "
1016," Um desastre, e Coimbra talvez não aguente muito mais tempo."
1017,"nao sei se quero um celular que tenha um desempenho melhor mas que  a bateria não aguente tanto, ou uma bateria mel… "
1018,  Eu tenho uma pequena diferença com o Eugênio em relação ao treinador. Evidente que el… 
1019,"  Bom dia caindo de sono! Minhas olheiras estão mais fundas do q nunca, não há corretivo q aguente😡"
1020,"Bom dia caindo de sono! Minhas olheiras estão mais fundas do q nunca, não há corretivo q aguente😡"
1021,  vamos supor que eu nao “””aguente mais certas coisas
1024,vamos supor que eu nao “””aguente mais certas coisas
1025,"do nada veio um cansaço, um peso nas costas, tentar dormir mais cedo hj, pq olha ultimamente dormir quase 2 da manh… "
1026,  melhor escolha das ultimas semanas foi desinstalar o tuiter do celular . nao tem coracao que aguente ter o cerebro bom…
1027,"  Cara, vc já entrou numa sala de aula? Já ficou dando aula das sete da manhã até a… "
1028,não tem mais costas que me aguente
1030,"eu cansei de ficar quieta, cansei de ser boba de sempre aceitar certas situações por não conseguir abrir boca pra f… "
1031, carol do ceu ey nao aguento mais porra nao tem mais lagrima no meu corpo q aguente esse homem que INFERNOOOOOO
1032,"Literalmente T O D A vez que tem encontro dos parentes, eles pra mim:

- Caramba seu cabelo tá ruim, né? 
- Menina,… "
1033,"E fique com vontade de mijar igual eu to agora.... e não to em casa 
Pqp aaaaaaaaaaa q minha bexiga aguente só mais… "
1034,melhor escolha das ultimas semanas foi desinstalar o tuiter do celular . nao tem coracao que aguente ter o cerebro… 
1035,"  Uma vez por ano, pelo menos dois docentes de cada unidade de ensino, o que equivale a pou… "
1036,"não aguento mais ter dor de cabeça nessa vida, man... Minha psicóloga que me aguente"
1039,"Mas não se incomode, não se apresses, não diga nada, suporte calado, aguente um pouquinho, fale menos, escute mais,… "
1040," Já deu essa merda toda. Não há quem aguente mais. Jair, escolha um dos lados e siga em frente."
1041, Passarinho está com as asas machucadas. Talvez não aguente mais tanto tempo de voo 😰
1042,a mesa do meu pc não aguente mais ver a prancheta
1043,   presidente já passou da hora do senhor chegar na mídia e falar a respeito dos exaustivo aumento da Petrobr…
1044, presidente já passou da hora do senhor chegar na mídia e falar a respeito dos exaustivo aumento da P… 
1051,E pensar que restam quatro vídeos pra produzir... é difícil a vida de editor. Ao menos o repertório da banda sei po… 
1052,"  Kelly Clarkson disse que seu próximo álbum será um pouco mais pop, como se fosse um filho do Breakaway com o Stronger, mas…"
1053,Às vezes no silêncio da noite eu fico imaginando se um dia vou achar alguém que me aguente mais de dez anos e o amor não esfrie
1054,"eh muito ruim essa sensação de tipo 
tá tudo igual como sempre esteve mas tá tipo literalmente tudo igual e por mai… "
1055,não tem psicológico que aguente e quanto mais tempo passa mais debilitado fica e mais difícil é
1056,"Se eu roesse unha, não tinha mais! 💯Nhor!! Que o core aguente os 3/4 que faltam!! 😅😅😅😅😅  Go Go 💙🏀💪🏻… "
1058,Ok falando sério fico feliz pelo Brasil de fato virar rota de show de Kpop (Por mais que Brasil = SP masok) mas ao… 
1059,"o que está acontecendo com o kpop?????? pq do nada notaram o Brasil????? pqp não tem dinheiro que aguente

laudo mé… "
1060,  Vamos supor que eu não aguente mais  a faculdade.........
1062,  O Anta disse que Bolsonaro estaria seriamente avaliando exonerar Santos Cus. Sabe aquele momento que você reza para um…
1063,"   Aquela vontade de fugir da realidade, viajar para um destino desconhecido, conhecer novos prazeres, viver como se n…"
1070,"  Moral sim pois é algo que  diz respeito a ela, falta de ética seria atacar pessoas para impor se… "
1076,"queria licença médica para não trabalhar menstruada estudar menstruada VIVER menstruada

ah ta aqui seu laudo médic… "
1080,"Aquela vontade de fugir da realidade, viajar para um destino desconhecido, conhecer novos prazeres, viver como se não houvesse o amanhã.."
1092, na minha opinião Teatro nunca foi negado aos mais pobres nós não podemos colocar a pessoa afrodescende… 
1095,"“O despacho da juíza Gabriela Hardt não é uma homologação. É uma litania fúnebre para o Estado de Direito. 
ENCERRO… "
1107," Aquela vontade de fugir da realidade, viajar para um destino desconhecido, conhecer novos prazeres, viver c… "
1113,"   Esse foi um bom conselho para os jovens padre, os que nasceram na era da internet, não conhecem o valor da pri…"
1114,"Tá insuportável viver no Brasil
Tá insuportável esse falso moralismo 
Cheio de pastores que abrem os olhos para vid… "
1115,"Recordar é viver: O toma lá dá cá do PT vinha logo em forma de decreto, para não ter disse me disse. Essa era a art… "
1118," Esse foi um bom conselho para os jovens padre, os que nasceram na era da internet, não conhecem o va… "
1120,  Isto é como as teses negacionistas do holocausto nazista contra os judeus. Se queres vi… 
1122, O Brasil está longe de sair da crise ética e moral que nos corrói há anos. É desanimador olhar para o fu… 
1126,"""O segredo da existência não consiste somente em viver, mas em saber para que se vive."""
1127,"   Estou acostumado a desenhar para esquerdistas.
Se você está calmo, rec… "
1128," Mentira. Vcs da esquerda não podem roubar dinheiro público como antes, então resta viver das super… "
1130,Com pesar estou recomendando a todos que conheço a não voltar! Não dá para levar anos obtendo um diploma em escola… 
1131,    Perfeito - o exemplo do preço do litro da gasolina é exatamente o custo da corrupção via Petrolão. Não p…
1132,"  ✅Na semana em que se comemora o Dia do Gari, a gente é só orgulho dessa equipe que não mede esforços para deixar nossa…"
1134,"    Gisele, expressou com clareza e competência. Esta mídia não está preparada para viver num país…"
1135,  Não deixe para amanhã o que vc gostaria de viver. Procastinar sonhos é abdicar de parte da vida. O tempo ñ retrocede!
1136,"  Gisele, expressou com clareza e competência. Esta mídia não está preparada para viver num… "
1139," Pretinho você pensa que está sozinho nesta jornada, que viver não é mais o essencial da vida e que as p… "
1143,  Viver sabendo que não posso contar meus segredos para ninguém da familia pq eu sou a única q guarda as coisas
1147,Viver sabendo que não posso contar meus segredos para ninguém da familia pq eu sou a única q guarda as coisas
1149,  Tu tens um passe de fucking 30 euros que dá para andar em Lisboa em vários transportes e mesmo assim saltas a cancela d…
1153,"Tenho certeza que ela é contra existirem seres humanos num país rico como o Brasil, que tenham que se degradar a po… "
1154,"  AGORA É OFICIAL!

Tá preparado para viver uma das maiores experiências da sua vida? Se sim, não perca as inscrições do…"
1160,   (14/05) Mudança de paradigmas necessária para viver mais de acordo com a sua essência. Confronto com velhos padrõe…
1161,"Que loucura é viver, né? Tu para pra pensar e vê quanta coisa é possível fazer enquanto temos vida, e não vivemos 1… "
1162,"   Onde esse cara é conservador cristão?
“Tenho de proclamar a minha incredul… "
1166, Principalmente quem deseja viver uma vida diferente da média geral e tb não pretende ter filhos. Essa vi… 
1180,"  tire um tempo pra descansar a tua mente. sério, tire esse tempo de tudo. você precisa disso, não dá pra abraçar o mundo de…"
1191,    Nós vivemos num tempo e num país em que isso já não se aplica. Não estamos a morrer à fome no meio da…
1202,  Nós vivemos num tempo e num país em que isso já não se aplica. Não estamos a morrer à fome… 
1203,O Anta disse que Bolsonaro estaria seriamente avaliando exonerar Santos Cus. Sabe aquele momento que você reza para… 
1204,  É duro viver em Narina!Não ver que a banda toca a a música da bandidagem. Cade o Queiroz?… 
1205,esperei mt tempo pra que isso acontecesse e foi um inferno não tive uma adolescência normal como a de todo mundo fo… 
1210,Não deixe para amanhã o que vc gostaria de viver. Procastinar sonhos é abdicar de parte da vida. O tempo ñ retrocede!
1212,"Mas nao se pode falar amem a tudo que esse congresso corrupto quer, tem que analisar bem os membros do governo, tir… "
1214,  Venham viver nestas terras e deixem de ser hipócritas. Neste país o interior só interessa… 
1215,Tu tens um passe de fucking 30 euros que dá para andar em Lisboa em vários transportes e mesmo assim saltas a cance… 
1216,Viver é a única coisa que não dá para deixar para depois..
1217," 
Se vocês não viessem para o Brasil, provavelmente eu já teria desistido de TUDO e não iria ter uma motiva… "
1218," Uma chance de viver, não falo so por esse motivo, como tbm pq sei que as consequências para ela ser… "
1219," Sou muito fria em relação há essas coisas, justamente para não deixar o sentimento atrapalhar no me… "
1220,"Eu sei como é acordar e não ter vontade de sair da cama, eu sei como é não ter forças para fazer as coisas, eu sei… "
1221," Na verdade, os citados como exilados, não são exilados. Eles escolheram viver em país de primeiro mundo.J… "
1222,  Aprendam que na indústria da música existe espaço para TODOS. Nenhum precisa ser diminuído para enaltecer o outro. Se vo…
1223,"A nação brasileira precisa tomar uma decisão muito importante. 
O que querem deixar de bom para seus filhos?  
Bons… "
1224,Não faz isto não...aqui em SC não eh bom para se viver...dizem que eh o melhor Estado...a Ilha capital eh da magia.… 
1225,  para de ficar fazendo tatuagem com qualquer um cara... Não tá ficando legal não! So dando o papo reto — Tomar no cu vc nã…
1226,"  ver todo mundo defendendo o Bahia (maior, gigante etc) e detestando o Athletico (sula série b da libertadores etc) me dá forças…"
1227,Eu quero coisas boas acontecendo sem prazo para terminar e se for pra terminar que não seja dolorido. Eu já aprendi… 
1228,"  Eu sei como é acordar e não ter vontade de sair da cama, eu sei como é não ter forças para fazer as coisas, eu sei como…"
1229, Eu tbm pq sério não dá para viver sem o diabo
1230,"  Mas tudo passa, não dá para viver só amando o passado, bora focar no futuro, nas pessoas que tenho do lado, no meus planos pró…"
1231,"Mas tudo passa, não dá para viver só amando o passado, bora focar no futuro, nas pessoas que tenho do lado, no meus planos próximos e longos"
1232," Não dá pra entender ou você e muito cínico ou faz de idiota para viver , olha você e sua corriola cambada de Leza pátria"
1233," FRANCAMENTE EU NÃO SEI COMO TENHO FORÇAS PARA VIVER NUM PAÍS ONDE NÃO TE RESPEITAM INSTITUTO CU, FILHOS DA PUTA."
1234,"como que a pessoa consegue se submeter há viver 4 anos infeliz cara? 
sinceramente, não dá para entender"
1235,Como pai não ha momento pior para se viver do que o cio da sua gata
1236,"Sou pescador, sonhador, vou dizer para Deus nosso Senhor que tu és o amor da minha vida, pois não da p viver nessa vida morrendo de amor..."
1237," Exatamente o que a anarquia defende, é que ninguém pode estar sujeito a lei do mais forte. O Estado é exat… "
1238,"Tem gente que dá vontade da gente dá um tampa na cara e falar ""Porra para de aceitar humilhação de macho, para de e… "
1239,"   Quando a gente ama alguém, não tem esse negócio de orgulho. A gente se humilha mesmo, se joga, mostra que não dá…"
1240,"  Amor próprio é a melhor coisa da vida! Quando você aprender que você não precisa de homem pra viver, você vai crescer mu…"
1241,"Amor próprio é a melhor coisa da vida! Quando você aprender que você não precisa de homem pra viver, você vai cresc… "
1242,"Aí, vamos viver o presente..., deixe o passado para trás, até pq não tem como a gente mudar o que fez ou o que deix… "
1243,"  Não aguento mais as pessoas da minha familia e da  tambem tentando forçar que a gente deveria ter um filho agora, c…"
1245,Aprendam que na indústria da música existe espaço para TODOS. Nenhum precisa ser diminuído para enaltecer o outro.… 
1247,"não invista seu esforço, seu coração, sua paciência e seu tempo com coisas passageiras, filtre sua vida e só deixe… "
1248," Eu tbm já porque achava que não podia me afetar, mas estava errada. Não vale nem um pouco a pena, ess… "
1249,"  A vida acadêmica é muito ingrata, vale a pena não (sem tempo irmão)"
1250,"  ""Na vida o que realmente vale a pena demora e custa a alcançar, por isso não desistas há primeira dificuldade"" https:/…"
1251,"  A gente precisa aprender a ser só, pra não ficar dependente de corpos vazios sendo apenas mais um número em nossa vida, nã…"
1252,  Vc tem razão Hashirama. O problema está em facilitar a posse de um objeto q pode ser… 
1253,"Qual a sua opinião?

A princípio, o sortudo, ganhador de R$ 289,4 milhões na Mega-Sena, passará de anônimo a celebr… "
1254,"   Vale a pena partilhar a vida com quem te ajuda a crescer, ele me fez entender que eu NÃO PRECISO dele, eu quero est…"
1255,"A gente vira mãe, vira a noite. A gente perde a raiva, perde o tempo e perde a fome. A gente vira amor, vira fera,… "
1256,A forma como as pessoas saem da nossa vida diz muito sobre elas! Eu saio da vida da pessoa e ela começa a me tratar… 
1257," Vale a pena partilhar a vida com quem te ajuda a crescer, ele me fez entender que eu NÃO PRECISO dele, eu q… "
1258,"Essas perguntinhas do PeNSE do ibge foram meio fortezinhas. Confesso que tomei umas boas pontadas com elas.

""Já se… "
1259,"  Momento que poucos conseguem ter na vida, sentir orgulho de si mesmo, não tem preço. Vale a pena sim se dedicar, todo esforç…"
1261,"Ser feliz nao é ter uma vida perfeita, mas sim reconhecer que vale a pena viver apesar de todos os desafios e perda… "
1262,    Adolescentes acham que o mundo é o vale dos unicórnios (assim como a gente achava). Depoi…
1263,é tão triste ser tão nova e ja achar que a vida não vale a pena.
1264," Eu assistiria, quem quer estar na sua vida está, se não está não vale a pena."
1265,o tanto de momentos com familia/amigos que perdi por causa dessa doença bicho nao vale a pena eu me recuso a deixar… 
1266,"A vida que temos
O que somos
Vale a pena ❓
Deus ele está a porta ele nos dá a oportunidade de ser feliz ter uma vid… "
1267,"a vida é fragil, as coisas tao de um jeito, e amanha nao tao mais.... entao o que vale a pena mesmo eh amar muito e… "
1268,  Adolescentes acham que o mundo é o vale dos unicórnios (assim como a gente achava). De… 
1269,"Nunca tente  forçar nada, não insista pra ninguém ficar na sua vida, não Insista pra te tratarem bem, tudo que é fo… "
1270,"A gente precisa aprender a ser só, pra não ficar dependente de corpos vazios sendo apenas mais um número em nossa vida, não vale a pena."
1271,"Pra você ver que vale a pena se arriscar de vez em quando, a vida segue andando, não preciso ir com você
Hoje a noi… "
1272,"A vida acadêmica é muito ingrata, vale a pena não (sem tempo irmão)"
1273,"  Será que esse super poder de gerar uma vida no próprio útero vale a pena todo esses anos sentindo cólica?

Pq eu acho qu…"
1274,"hj li uma mina aqui falando assim 

não pq o GOSTO DE MOE q vai ficar na sua cabeça dps não vale a pena

q exager… "
1275,"  Sinceramente? Não vale a pena querer quem não nos quer!
O mundo gira, tudo muda o tempo todo e tudo se renova .. inclusiv…"
1276,"Como anda a busca por apartamentos? — Tá show. Decidi segurar isso até eu sair da faculdade, não vale a pena ganhar… "
1277,  “Uma vida sem desafios não vale a pena ser vivida.”
1278,"  Ser feliz nao é ter uma vida perfeita, mas sim reconhecer que vale a pena viver apesar de todos os desafios e perdas.."
1279,"História de vida do Vigil Van Dijk é bonita demais.

Repórter: Van Dijk, porque não usa o nome mais conhecido seu n… "
1280,"Sinceramente, minha vida não vale a pena, queria ter morrido"
1281,"  Não me arrependo de nada, precisamos errar pra aprender oq realmente vale a pena na vida"
1282,"Vender craque e ídolo só vale a pena quando é por um valor muito acima dos padrões, como foram Vinícius Jr e Paquet… "
1283,"Não me arrependo de nada, precisamos errar pra aprender oq realmente vale a pena na vida"
1284,"  Não confunda meu silêncio com eu esta morta,observo tudo calada,mais cuidado com o meu barulho ... sei q não vale a pena e…"
1285,"Bom dia!

Uma vida sem desafios não vale a pena ser vivida. (Sócrates)"
1286,"Tem coisas na vida que não vale a pena , graças a Deus eu aprendi isso .."
1287,"Ninguém é bom em tudo que faz, aceite seus erros, e mesmo não sendo perfeito continue, a vida vale a pena."
1288,"Será que esse super poder de gerar uma vida no próprio útero vale a pena todo esses anos sentindo cólica?

Pq eu acho que não"
1289,  como eh bom se sentir leve depois de descartar alguém q não vale a pena da sua vida 💖
1290, De tanto levar na cara a gente amadurece e aí fica com o modo foda-se ligado. Se alguém pedir minha opi… 
1291,"  Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim também! Sigo ouvindo tud…"
1292,"Você não precisa ter inveja e nem se deslumbrar por quem tem mais do que você. Pode até demorar, mas você pode ter… "
1293,"À sexualidade - para a psicanálise - é aquilo que nos faz comer coisas que nos prejudicam o colesterol, porque dá p… "
1294,"Eu tenho aprendido a me controlar, pois sei que na mesma medida que falam pra mim, falam de mim também! Sigo ouvind… "
1295,  Chego à conclusão que não vale a pena fazer planos nesta vida 😑🤔
1296,"  “Ame mais, abrace mais
Pois não sabemos quanto tempo temos pra respirar
Fale mais, ouça mais
Vale a pena lembrar que a vi…"
1297,"CAA DO DIA 14/05 -   - Hoje é dia de reavaliar, colocar na balança sobre as coisas na no… "
1298,"  Já passei por tanta decepção nessa vida que nada mais me surpreende, única coisa que eu penso é se vale a pena tentar continu…"
1299,"conseguiu me mudar da cabeça aos pés, obrigado por tantas mudanças, Danielle, eu espero ter conseguido mudar pelo m… "
1301,"Nada é facil na vida, agora cabe a ti decidires se vale a pena lutar por isso ou não"
1302,"Eu nem preciso falar nada só de me olhar elá já sabe o que eu tô passando,não me trocou por nada e foi a única pess… "
1303,"Ser feliz nao é ter uma vida perfeita, mas sim reconhecer que vale a pena viver apesar de todos os desafios e perdas.."
1304,"Enfim, só queria falar que se você pretende ficar com alguém por algo em troca, não vale a pena, a vida é melhor se… "
1305,"E pediu meu whats pra conversarmos. Passei, mas sem intenção alguma, não vou ignorar, mas não consigo ficar com alg… "
1306,"Existe uma hora em que a vida se estabiliza e tudo a sua volta é de calmaria, como se não houvessem problemas, como… "
1307,minha vida não vale a pena
1308,"Qualquer coisa que eu nunca iria querer perder será perdida, é dado que tudo o que vale a pena querer será perdido… "
1309,  Se tem uma coisa que eu aprendi nessa vida é que não vale a pena investir e insistir em quem não da a mínima ou que não faria o…
1310,"  Obs. ( 3) Faça  aulas de Português.  Sei que seu Governo não investe na Educação,… "
1311,"  Ser feliz não é ter uma vida perfeita, mas sim reconhecer que vale a pena viver apesar de todos os desafio e perdas."
1313,mais um dia em que eu acordo pra ir pra escola e fico pensando se vale a pena eu levantar da cama mas aí eu lembro… 
1315,"“Aprenda que, não vale a pena sofrer por quem é feliz sem você.” — Demi Lovato"
1316,“Uma vida sem desafios não vale a pena ser vivida.”
1317,"ame mais, abrace mais
Pois não sabemos quanto tempo temos pra respirar
Fale mais, ouça mais
Vale a pena lembrar que… "
1318,Só queres confusões e atritos assim não vale a pena a vida são dois dias quero é estar relaxado.
1319,"enquanto ele fala:""vai lá desisti de tudo,essa vida não vale a pena""

O outro lado diz:""eu nada temerei,não nos deixeis cair em tentação"""
1322,"Fazer um casamento no sábado e entregar ele na terça, não existe sensação melhor na vida.... Vale a pena editar até a madruga"
1323,"As vezes é necessário que aconteça certas coisas na nossa vida, pra sabermos que não vale a pena continuar tentando… "
1324,"Ser feliz não é ter uma vida perfeita, mas sim reconhecer que vale a pena viver apesar de todos os desafio e perdas."
1325," iiih... ta na disney ctz. faz essas coisas não carai, por mais merda que esteja a vida, não vale a pena xD"
1326,"Agente tem que pensar muito nas coisas, as vezes não vale a pena levar pra vida toda"
1327,"Mano, uma das coisas qu eu aprendi na vida é que tudo forçado não vale, sabe? Não precisa ficar se humilhando e sof… "
1329,não se culpe e nem esquente a cabeça c coisa que não vale a pena. viva cada minutinho da sua vida. as coisas ruin…… 
1330,"Mas aí eu penso que o que eu carrego hoje não vale a pena voltar para a mediocridade, entretanto pra tudo nessa vid… "
1332,"de valor em quem sabe que você existe e te trata como prioridade, porque se você não souber fazer isso nunca vai en… "
